customer_id,segment,industry,plan,mrr,clv,usage_score,nps_score,support_tickets,churn_probability,risk_category
CUST_001666,Mid-Market,Manufacturing,Basic,49,1012.17,61,3,3,0.9932677446348741,Very High Risk
CUST_001118,Enterprise,Manufacturing,Professional,149,1081.94,43,64,1,0.9932527103768715,Very High Risk
CUST_003869,Enterprise,Manufacturing,Professional,149,920.93,70,42,0,0.9932464152009607,Very High Risk
CUST_002920,Mid-Market,Education,Basic,49,631.01,33,15,2,0.9932369166824422,Very High Risk
CUST_002261,Mid-Market,Technology,Business,399,2426.04,70,51,1,0.9931811647363585,Very High Risk
CUST_002658,Mid-Market,Education,Enterprise,999,15321.73,63,57,2,0.9931639784946235,Very High Risk
CUST_003510,Small Business,Technology,Professional,149,2102.35,38,53,2,0.9931522176349524,Very High Risk
CUST_003746,Startup,Healthcare,Basic,49,284.78999999999996,59,69,1,0.9930797977342479,Very High Risk
CUST_003273,Small Business,Manufacturing,Basic,49,454.53,36,34,4,0.9930791288639653,Very High Risk
CUST_004799,Startup,Manufacturing,Business,399,5534.98,53,38,4,0.9930089778462036,Very High Risk
CUST_002065,Startup,Manufacturing,Enterprise,999,22085.57,49,28,3,0.9929909760689329,Very High Risk
CUST_000718,Mid-Market,Healthcare,Basic,49,599.04,70,64,3,0.9929858448847309,Very High Risk
CUST_002399,Mid-Market,Real Estate,Professional,149,1857.47,69,59,2,0.9929560364261502,Very High Risk
CUST_003981,Mid-Market,Finance,Basic,49,387.46,67,64,2,0.9928642933068842,Very High Risk
CUST_002642,Small Business,Healthcare,Business,399,5832.41,65,82,0,0.9928457966764417,Very High Risk
CUST_003932,Startup,Technology,Basic,49,1112.39,63,19,2,0.992832903709739,Very High Risk
CUST_002676,Small Business,Technology,Enterprise,999,15398.58,62,14,7,0.9927838393421885,Very High Risk
CUST_001119,Startup,Technology,Professional,149,2263.59,64,91,2,0.992668662704114,Very High Risk
CUST_004808,Enterprise,Retail,Basic,49,249.57,47,-16,5,0.9926634152144175,Very High Risk
CUST_000487,Mid-Market,Finance,Business,399,1530.09,54,-11,0,0.9926570425282871,Very High Risk
CUST_004093,Mid-Market,Manufacturing,Basic,49,246.68,64,94,0,0.9926486486486488,Very High Risk
CUST_002023,Mid-Market,Education,Basic,49,418.15,52,-17,1,0.9926334561490308,Very High Risk
CUST_001498,Small Business,Manufacturing,Business,399,6877.69,51,-18,4,0.992632824375427,Very High Risk
CUST_001727,Startup,Technology,Professional,149,2745.31,42,37,1,0.9926148886936828,Very High Risk
CUST_001306,Startup,Healthcare,Basic,49,960.31,35,12,2,0.9925890244039494,Very High Risk
CUST_004718,Startup,Healthcare,Professional,149,3365.4500000000003,42,10,0,0.992585148431587,Very High Risk
CUST_000593,Enterprise,Finance,Basic,49,883.4,66,65,3,0.9925723613989997,Very High Risk
CUST_002985,Enterprise,Manufacturing,Business,399,9209.59,53,-12,3,0.9925167399296513,Very High Risk
CUST_000512,Small Business,Manufacturing,Business,399,6835.23,62,-6,1,0.9925161974578646,Very High Risk
CUST_002653,Enterprise,Technology,Basic,49,898.99,63,-41,3,0.9924914590801852,Very High Risk
CUST_003507,Small Business,Real Estate,Basic,49,953.76,68,24,2,0.9923488372093024,Very High Risk
CUST_003493,Enterprise,Other,Business,399,8037.57,84,24,1,0.9923476608403418,Very High Risk
CUST_004488,Mid-Market,Healthcare,Basic,49,203.14,61,-47,1,0.9923333510682321,Very High Risk
CUST_003874,Small Business,Technology,Basic,49,661.0500000000001,41,-1,1,0.9922822805390302,Very High Risk
CUST_003680,Small Business,Technology,Business,399,6943.46,45,0,5,0.9921282045747439,Very High Risk
CUST_001222,Mid-Market,Healthcare,Basic,49,201.47,44,55,0,0.9921250212859124,Very High Risk
CUST_003880,Mid-Market,Real Estate,Professional,149,3392.42,60,25,3,0.9920286514807696,Very High Risk
CUST_003753,Mid-Market,Retail,Basic,49,643.93,46,33,1,0.9920158929207862,Very High Risk
CUST_001808,Mid-Market,Finance,Business,399,3287.26,55,8,0,0.9919946236559138,Very High Risk
CUST_002410,Mid-Market,Real Estate,Business,399,2879.46,66,95,0,0.9919946236559138,Very High Risk
CUST_003815,Small Business,Finance,Professional,149,1647.0,76,26,2,0.9919412510702849,Very High Risk
CUST_000293,Small Business,Finance,Professional,149,1937.52,87,-14,0,0.9919013319467304,Very High Risk
CUST_001287,Startup,Finance,Business,399,3372.37,55,-30,2,0.9918682030383895,Very High Risk
CUST_002057,Mid-Market,Technology,Professional,149,912.24,55,90,2,0.9918603261352527,Very High Risk
CUST_001391,Mid-Market,Finance,Business,399,3283.19,59,4,2,0.9918603261352527,Very High Risk
CUST_003857,Small Business,Real Estate,Business,399,7868.45,42,1,0,0.9918514179856704,Very High Risk
CUST_000822,Mid-Market,Retail,Business,399,6395.4,44,47,0,0.9918514179856704,Very High Risk
CUST_002855,Small Business,Finance,Business,399,2364.23,33,-11,0,0.991759843393756,Very High Risk
CUST_002940,Startup,Healthcare,Basic,49,347.54,48,39,1,0.9917124735729387,Very High Risk
CUST_001691,Startup,Other,Business,399,1941.07,57,35,1,0.9917089499884638,Very High Risk
CUST_002364,Small Business,Finance,Basic,49,406.13,31,90,1,0.9915999111448214,Very High Risk
CUST_000119,Small Business,Other,Professional,149,1089.69,48,-27,1,0.9915242633946691,Very High Risk
CUST_003800,Small Business,Healthcare,Basic,49,192.34,49,0,3,0.9915221566080398,Very High Risk
CUST_001351,Startup,Finance,Basic,49,550.67,52,92,1,0.9914094432699083,Very High Risk
CUST_002834,Mid-Market,Finance,Basic,49,889.8100000000001,54,20,1,0.9913680709941137,Very High Risk
CUST_003403,Small Business,Technology,Basic,49,722.9300000000001,53,61,2,0.9913220418788488,Very High Risk
CUST_001398,Small Business,Education,Business,399,6154.3,65,93,4,0.9912322512045836,Very High Risk
CUST_001403,Small Business,Finance,Basic,49,1168.92,96,-30,2,0.9911920186867553,Very High Risk
CUST_000652,Enterprise,Technology,Enterprise,999,8297.94,41,-17,1,0.9911781784005469,Very High Risk
CUST_004945,Small Business,Finance,Basic,49,695.03,78,35,2,0.9911653890013192,Very High Risk
CUST_001404,Mid-Market,Technology,Business,399,3254.98,27,10,4,0.9911500840210163,Very High Risk
CUST_004464,Startup,Retail,Professional,149,1224.42,48,-42,2,0.9911403082547764,Very High Risk
CUST_003831,Small Business,Technology,Basic,49,674.74,63,52,4,0.9911164604929037,Very High Risk
CUST_001702,Mid-Market,Technology,Professional,149,2778.96,64,-13,2,0.9911144471470869,Very High Risk
CUST_003588,Startup,Finance,Basic,49,813.92,54,-8,2,0.9910127533412992,Very High Risk
CUST_001780,Mid-Market,Manufacturing,Professional,149,874.29,26,78,3,0.9909919054263053,Very High Risk
CUST_003535,Mid-Market,Retail,Professional,149,2913.92,53,-25,0,0.9909282440372315,Very High Risk
CUST_002366,Small Business,Finance,Professional,149,1936.9,59,54,2,0.9909275912755426,Very High Risk
CUST_002301,Startup,Healthcare,Basic,49,856.95,0,10,3,0.9907787371402103,Very High Risk
CUST_001832,Enterprise,Finance,Enterprise,999,5837.53,57,-31,2,0.9907159268258079,Very High Risk
CUST_000129,Small Business,Technology,Basic,49,1144.54,23,4,3,0.9907012749525944,Very High Risk
CUST_004251,Small Business,Technology,Enterprise,999,17223.19,61,52,0,0.9906916909657241,Very High Risk
CUST_002584,Mid-Market,Finance,Basic,49,286.52,44,-13,0,0.9906830315496081,Very High Risk
CUST_002215,Mid-Market,Technology,Basic,49,1000.84,72,100,3,0.9906515702623803,Very High Risk
CUST_002056,Small Business,Manufacturing,Professional,149,2462.05,15,48,3,0.9906187030189567,Very High Risk
CUST_003189,Mid-Market,Finance,Basic,49,472.48,43,-30,1,0.9905369365271086,Very High Risk
CUST_001915,Startup,Technology,Professional,149,2436.38,59,77,2,0.9905095717950231,Very High Risk
CUST_003040,Small Business,Finance,Basic,49,655.26,30,54,2,0.9905046424017651,Very High Risk
CUST_002144,Small Business,Education,Business,399,6689.58,64,17,5,0.9904936873263259,Very High Risk
CUST_002125,Small Business,Education,Professional,149,2939.38,54,-7,2,0.9904674452128508,Very High Risk
CUST_003354,Small Business,Technology,Basic,49,533.6,32,51,3,0.9904352906262442,Very High Risk
CUST_002119,Small Business,Real Estate,Basic,49,945.1,37,35,4,0.9904270777778794,Very High Risk
CUST_003147,Startup,Healthcare,Basic,49,794.12,30,39,2,0.990414823809812,Very High Risk
CUST_003887,Enterprise,Finance,Professional,149,2679.2799999999997,60,49,5,0.9903270206596594,Very High Risk
CUST_001210,Mid-Market,Technology,Basic,49,1101.18,57,83,2,0.990318104555405,Very High Risk
CUST_000524,Small Business,Healthcare,Basic,49,684.04,77,-26,3,0.9902926638563687,Very High Risk
CUST_003945,Small Business,Other,Basic,49,348.26,25,76,1,0.9902772033673655,Very High Risk
CUST_001499,Mid-Market,Retail,Enterprise,999,17073.74,34,96,3,0.9901932780686161,Very High Risk
CUST_004536,Small Business,Real Estate,Business,399,4734.83,78,1,4,0.9901650117076463,Very High Risk
CUST_003194,Small Business,Manufacturing,Basic,49,528.66,50,22,0,0.9901375770041537,Very High Risk
CUST_004310,Small Business,Healthcare,Basic,49,1176.67,51,-17,2,0.9901051220000879,Very High Risk
CUST_003772,Mid-Market,Technology,Business,399,6013.5,46,48,1,0.9900707106124357,Very High Risk
CUST_003648,Startup,Healthcare,Business,399,2365.91,58,-29,4,0.9900485309418343,Very High Risk
CUST_000993,Mid-Market,Technology,Business,399,3655.89,69,-4,0,0.9900452209960109,Very High Risk
CUST_001319,Mid-Market,Manufacturing,Professional,149,3141.18,52,19,4,0.9900330000826552,Very High Risk
CUST_004100,Small Business,Retail,Professional,149,3397.85,47,81,2,0.9899524031676791,Very High Risk
CUST_001224,Small Business,Manufacturing,Professional,149,1178.38,81,-49,2,0.9899184978847257,Very High Risk
CUST_003085,Small Business,Other,Business,399,6054.4800000000005,39,47,0,0.9899121624251245,Very High Risk
CUST_004616,Small Business,Retail,Professional,149,3032.19,60,36,2,0.9898922878444059,Very High Risk
CUST_004018,Small Business,Finance,Basic,49,620.67,70,12,2,0.9897974688920534,Very High Risk
CUST_003296,Small Business,Finance,Business,399,6439.99,42,14,2,0.9897702165267345,Very High Risk
CUST_003862,Small Business,Technology,Basic,49,868.74,53,48,0,0.9897406596087778,Very High Risk
CUST_001094,Startup,Technology,Business,399,6405.28,34,72,5,0.9896228040039453,Very High Risk
CUST_002211,Mid-Market,Technology,Basic,49,631.6899999999999,64,17,4,0.9895859387853865,Very High Risk
CUST_004944,Small Business,Retail,Enterprise,999,24012.93,42,4,3,0.9894828966199859,Very High Risk
